0;0.622711
0.0001;0.642247
0.0002;0.583639
0.0003;0.593407
0.0004;0.547009
0.0005;0.512821
0.0006;0.517705
0.0007;0.432234
0.0008;0.4884
0.0009;0.454212
0.001;0.442002
0.0011;0.446886
0.0012;0.43956
0.0013;0.41514
0.0014;0.42735
0.0015;0.432234
0.0016;0.454212
0.0017;0.47619
0.0018;0.495726
0.0019;0.510379
0.002;0.512821
0.0021;0.529915
0.0022;0.517705
0.0023;0.537241
0.0024;0.549451
0.0025;0.564103
0.0026;0.551893
0.0027;0.532357
0.0028;0.532357
0.0029;0.527473
0.003;0.517705
0.0031;0.4884
0.0032;0.466422
0.0033;0.468864
0.0034;0.468864
0.0035;0.449328
0.0036;0.444444
0.0037;0.43956
0.0038;0.429792
0.0039;0.410256
0.004;0.407814
0.0041;0.412698
0.0042;0.410256
0.0043;0.410256
0.0044;0.412698
0.0045;0.393162
0.0046;0.380952
0.0047;0.368742
0.0048;0.37851
0.0049;0.363858
0.005;0.371184
0.0051;0.3663
0.0052;0.383394
0.0053;0.371184
0.0054;0.363858
0.0055;0.368742
0.0056;0.383394
0.0057;0.371184
0.0058;0.363858
0.0059;0.358974
0.006;0.35409
0.0061;0.31746
0.0062;0.310134
0.0063;0.288156
0.0064;0.258852
0.0065;0.236874
0.0066;0.227106
0.0067;0.21978
0.0068;0.222222
0.0069;0.249084
0.007;0.334554
0.0071;0.349206
0.0072;0.393162
0.0073;0.442002
0.0074;0.473748
0.0075;0.485958
0.0076;0.471306
0.0077;0.507937
0.0078;0.500611
0.0079;0.503053
0.008;0.493284
0.0081;0.481074
0.0082;0.46398
0.0083;0.45177
0.0084;0.40293
0.0085;0.363858
0.0086;0.258852
0.0087;0.19536
0.0088;0.163614
0.0089;0.178266
0.009;0.185592
0.0091;0.197802
0.0092;0.200244
0.0093;0.202686
0.0094;0.200244
0.0095;0.192918
0.0096;0.17094
0.0097;0.166056
0.0098;0.15873
0.0099;0.185592
0.01;0.224664
0.0101;0.241758
0.0102;0.278388
0.0103;0.315018
0.0104;0.34188
0.0105;0.351648
0.0106;0.376068
0.0107;0.380952
0.0108;0.373626
0.0109;0.380952
0.011;0.3663
0.0111;0.368742
0.0112;0.363858
0.0113;0.361416
0.0114;0.356532
0.0115;0.339438
0.0116;0.34188
0.0117;0.312576
0.0118;0.31746
0.0119;0.322344
0.012;0.324786
0.0121;0.324786
0.0122;0.315018
0.0123;0.302808
0.0124;0.319902
0.0125;0.32967
0.0126;0.315018
0.0127;0.310134
0.0128;0.319902
0.0129;0.310134
0.013;0.30525
0.0131;0.283272
0.0132;0.278388
0.0133;0.271062
0.0134;0.26862
0.0135;0.2442
0.0136;0.234432
0.0137;0.222222
0.0138;0.217338
0.0139;0.21978
0.014;0.234432
0.0141;0.246642
0.0142;0.261294
0.0143;0.258852
0.0144;0.275946
0.0145;0.261294
0.0146;0.275946
0.0147;0.25641
0.0148;0.29304
0.0149;0.315018
0.015;0.327228
0.0151;0.315018
0.0152;0.297924
0.0153;0.278388
0.0154;0.271062
0.0155;0.263736
0.0156;0.261294
0.0157;0.246642
0.0158;0.239316
0.0159;0.239316
0.016;0.224664
0.0161;0.214896
0.0162;0.205128
0.0163;0.202686
0.0164;0.14652
0.0165;0.10989
0.0166;0.10989
0.0167;0.095238
0.0168;-0.004884
0.0169;-0.031746
0.017;0.068376
0.0171;0.278388
0.0172;0.124542
0.0173;0.083028
0.0174;0.173382
0.0175;0.217338
0.0176;0.200244
0.0177;0.217338
0.0178;0.23199
0.0179;0.246642
0.018;0.28083
0.0181;0.21978
0.0182;0.283272
0.0183;0.322344
0.0184;0.371184
0.0185;0.388278
0.0186;0.410256
0.0187;0.422466
0.0188;0.400488
0.0189;0.385836
0.019;0.339438
0.0191;0.273504
0.0192;0.236874
0.0193;0.202686
0.0194;0.19536
0.0195;0.188034
0.0196;0.214896
0.0197;0.222222
0.0198;0.224664
0.0199;0.227106
0.02;0.241758
